item_id,task_type,perturbation_type,similarity,retention_probability,is_correct_simulated,similarity_metric
code_generation_102,code_generation,context_injection,0.870927,0.7973016051360295,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,formatting_changes,0.891651,0.8195777370670054,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,paraphrasing,0.889416,0.817334483832636,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,reordering,0.906791,0.8338058510718556,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_102,code_generation,surface_noise,0.910077,0.8366779096870771,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,context_injection,0.901442,0.8289683781673036,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,formatting_changes,0.89113,0.8190581702734085,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,paraphrasing,0.887677,0.8155629662343236,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,reordering,0.89209,0.8200139506145465,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_104,code_generation,surface_noise,0.892756,0.8206729723030224,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,context_injection,0.921551,0.8461312767011651,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,formatting_changes,0.919022,0.8441228365869189,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,paraphrasing,0.914764,0.8406460488068048,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,reordering,0.898465,0.8261873634696284,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_107,code_generation,surface_noise,0.915326,0.8411118626225418,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,context_injection,0.907794,0.8346904648241402,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,formatting_changes,0.910128,0.8367218956342248,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,paraphrasing,0.911659,0.8380340152680004,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,reordering,0.927336,0.8505707020847395,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_109,code_generation,surface_noise,0.919278,0.8443280442140488,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,context_injection,0.818758,0.7258449972870995,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,formatting_changes,0.837852,0.7545929297822254,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,paraphrasing,0.82082,0.7290913634231464,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,reordering,0.833088,0.747698425073595,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_11,code_generation,surface_noise,0.841421,0.7596354363220079,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,context_injection,0.904418,0.8316848225947568,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,formatting_changes,0.904066,0.8313668118993296,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,paraphrasing,0.848489,0.7693107129453407,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,reordering,0.901696,0.8292026964285748,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_110,code_generation,surface_noise,0.809936,0.7115789896594482,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,context_injection,0.863051,0.7879447367069099,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,formatting_changes,0.862731,0.7875539419229731,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,paraphrasing,0.837171,0.7536188258067951,0,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,reordering,0.865914,0.7914040800876574,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_112,code_generation,surface_noise,0.838544,0.7555788499440159,1,sentence-transformers/all-MiniLM-L6-v2
code_generation_117,code_generation,context_injection,0.924904,0.8487303307581007,1,sentence-transformers/all-MiniLM-L6-v2
