item_id,task_type,dataset_name,source_index,sample_id,model_name,temperature,top_p,max_output_tokens,prompt_text,output_text
factual_qa_5262,factual_qa,rajpurkar/squad_v2,5262,1,qwen-plus,0.7,0.9,,"Context: In Europe there are old pharmacies still operating in Dubrovnik, Croatia, located inside the Franciscan monastery, opened in 1317; and in the Town Hall Square of Tallinn, Estonia, dating from at least 1422. The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum. The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs.

Question: Where is the oldest pharmacy stated to be located?","The oldest pharmacy stated to be located is in the Church of Santa Maria Novella in Florence, Italy."
factual_qa_5262,factual_qa,rajpurkar/squad_v2,5262,2,qwen-plus,0.7,0.9,,"Context: In Europe there are old pharmacies still operating in Dubrovnik, Croatia, located inside the Franciscan monastery, opened in 1317; and in the Town Hall Square of Tallinn, Estonia, dating from at least 1422. The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum. The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs.

Question: Where is the oldest pharmacy stated to be located?","The oldest pharmacy stated to be located is in the Church of Santa Maria Novella in Florence, Italy."
factual_qa_5262,factual_qa,rajpurkar/squad_v2,5262,3,qwen-plus,0.7,0.9,,"Context: In Europe there are old pharmacies still operating in Dubrovnik, Croatia, located inside the Franciscan monastery, opened in 1317; and in the Town Hall Square of Tallinn, Estonia, dating from at least 1422. The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum. The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs.

Question: Where is the oldest pharmacy stated to be located?","The oldest pharmacy stated to be located is in the Church of Santa Maria Novella in Florence, Italy."
factual_qa_5262,factual_qa,rajpurkar/squad_v2,5262,4,qwen-plus,0.7,0.9,,"Context: In Europe there are old pharmacies still operating in Dubrovnik, Croatia, located inside the Franciscan monastery, opened in 1317; and in the Town Hall Square of Tallinn, Estonia, dating from at least 1422. The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum. The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs.

Question: Where is the oldest pharmacy stated to be located?","The oldest pharmacy stated to be located is in the Church of Santa Maria Novella in Florence, Italy."
factual_qa_5262,factual_qa,rajpurkar/squad_v2,5262,5,qwen-plus,0.7,0.9,,"Context: In Europe there are old pharmacies still operating in Dubrovnik, Croatia, located inside the Franciscan monastery, opened in 1317; and in the Town Hall Square of Tallinn, Estonia, dating from at least 1422. The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum. The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs.

Question: Where is the oldest pharmacy stated to be located?","The oldest pharmacy stated to be located is in the Church of Santa Maria Novella in Florence, Italy."
factual_qa_6116,factual_qa,rajpurkar/squad_v2,6116,1,qwen-plus,0.7,0.9,,"Context: After Malaysia's independence in 1957, the government instructed all schools to surrender their properties and be assimilated into the National School system. This caused an uproar among the Chinese and a compromise was achieved in that the schools would instead become ""National Type"" schools. Under such a system, the government is only in charge of the school curriculum and teaching personnel while the lands still belonged to the schools. While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools. Over 60 schools converted to become National Type schools.

Question: What language is used in Chinese secondary schools in Malaysia?","After the 1957 compromise, Chinese secondary schools in Malaysia were **required to change into English-medium schools**. Therefore, the language used in Chinese secondary schools (after conversion to the National Type system) was **English**.

Note: This applied to those secondary schools that complied with the government’s requirement and became National Type schools. Later, following Malaysia’s independence and subsequent language policy reforms—including the 1967 National Language Act and the gradual phasing out of English in education—English-medium schools were eventually converted to **Malay (Bahasa Malaysia)-medium schools** by the 1970s–1980s. So, *today*, national-type secondary schools (including former Chinese secondary schools) use **Bahasa Malaysia** as the primary medium of instruction, though Chinese is taught as a subject in schools with significant Chinese enrollment, and some independent Chinese secondary schools (which did *not* join the national system) continue to use **Mandarin Chinese** as the main medium of instruction. 

But strictly based on the context provided—which refers to the post-1957 compromise—the mandated language for Chinese secondary schools that became National Type schools was **English**."
factual_qa_6116,factual_qa,rajpurkar/squad_v2,6116,2,qwen-plus,0.7,0.9,,"Context: After Malaysia's independence in 1957, the government instructed all schools to surrender their properties and be assimilated into the National School system. This caused an uproar among the Chinese and a compromise was achieved in that the schools would instead become ""National Type"" schools. Under such a system, the government is only in charge of the school curriculum and teaching personnel while the lands still belonged to the schools. While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools. Over 60 schools converted to become National Type schools.

Question: What language is used in Chinese secondary schools in Malaysia?","Chinese secondary schools in Malaysia are required to use **English** as the medium of instruction, as stipulated under the National Type school system established after independence. While Chinese primary schools were permitted to retain Chinese (Mandarin) as the medium of instruction, Chinese secondary schools had to convert to English-medium schools."
factual_qa_6116,factual_qa,rajpurkar/squad_v2,6116,3,qwen-plus,0.7,0.9,,"Context: After Malaysia's independence in 1957, the government instructed all schools to surrender their properties and be assimilated into the National School system. This caused an uproar among the Chinese and a compromise was achieved in that the schools would instead become ""National Type"" schools. Under such a system, the government is only in charge of the school curriculum and teaching personnel while the lands still belonged to the schools. While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools. Over 60 schools converted to become National Type schools.

Question: What language is used in Chinese secondary schools in Malaysia?","Chinese secondary schools in Malaysia are required to use **English** as the medium of instruction, as stipulated under the National Type school system established after independence. While Chinese primary schools were permitted to retain Chinese as the medium of instruction, Chinese secondary schools had to convert to English-medium schools. (Note: After Malaysia’s independence in 1957 and subsequent education policies—including the 1961 Education Act—English was mandated for secondary schools; later, in the 1970s, the medium of instruction in national-type secondary schools shifted to **Bahasa Malaysia**, though English remains a compulsory subject. However, based strictly on the context provided—which states that “Chinese secondary schools are required to change into English-medium schools”—the answer is **English**.)"
factual_qa_6116,factual_qa,rajpurkar/squad_v2,6116,4,qwen-plus,0.7,0.9,,"Context: After Malaysia's independence in 1957, the government instructed all schools to surrender their properties and be assimilated into the National School system. This caused an uproar among the Chinese and a compromise was achieved in that the schools would instead become ""National Type"" schools. Under such a system, the government is only in charge of the school curriculum and teaching personnel while the lands still belonged to the schools. While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools. Over 60 schools converted to become National Type schools.

Question: What language is used in Chinese secondary schools in Malaysia?","After the assimilation into the National School system following Malaysia’s independence in 1957, Chinese secondary schools in Malaysia were required to change to **English-medium instruction**. (Later, after 1970, English was gradually replaced by Malay/Bahasa Melayu as the primary medium of instruction in national-type secondary schools, but the initial requirement post-1957 was English.)"
factual_qa_6116,factual_qa,rajpurkar/squad_v2,6116,5,qwen-plus,0.7,0.9,,"Context: After Malaysia's independence in 1957, the government instructed all schools to surrender their properties and be assimilated into the National School system. This caused an uproar among the Chinese and a compromise was achieved in that the schools would instead become ""National Type"" schools. Under such a system, the government is only in charge of the school curriculum and teaching personnel while the lands still belonged to the schools. While Chinese primary schools were allowed to retain Chinese as the medium of instruction, Chinese secondary schools are required to change into English-medium schools. Over 60 schools converted to become National Type schools.

Question: What language is used in Chinese secondary schools in Malaysia?","After the 1957 compromise, Chinese secondary schools in Malaysia were **required to change into English-medium schools**. Therefore, the language used in Chinese secondary schools (after conversion to the National Type system) was **English**.

Note: This applied to those secondary schools that complied with the government’s requirement and became National Type schools. Later, following Malaysia’s independence and subsequent language policy reforms—including the 1967 National Language Act and the gradual phasing out of English in education—English-medium schools were eventually transitioned to **Malay (Bahasa Melayu)** as the primary medium of instruction by the 1970s–1980s. So, while initially English, the medium of instruction in these former Chinese secondary schools ultimately became **Malay**, as mandated for all national and national-type secondary schools.

However, based *strictly on the context provided*, the answer is: **English**."
